image_no,nose_x,nose_y,nose_score,neck_x,neck_y,neck_score,right_shoulder_x,right_shoulder_y,right_shoulder_score,right_elbow_x,right_elbow_y,right_elbow_score,right_wrist_x,right_wrist_y,right_wrist_score,left_shoulder_x,left_shoulder_y,left_shoulder_score,left_elbow_x,left_elbow_y,left_elbow_score,left_wrist_x,left_wrist_y,left_wrist_score,mid_hip_x,mid_hip_y,mid_hip_score,right_hip_x,right_hip_y,right_hip_score,right_knee_x,right_knee_y,right_knee_score,right_ankle_x,right_ankle_y,right_ankle_score,left_hip_x,left_hip_y,left_hip_score,left_knee_x,left_knee_y,left_knee_score,left_ankle_x,left_ankle_y,left_ankle_score,right_eye_x,right_eye_y,right_eye_score,left_eye_x,left_eye_y,left_eye_score,right_ear_x,right_ear_y,right_ear_score,left_ear_x,left_ear_y,left_ear_score,left_bigtoe_x,left_bigtoe_y,left_bigtoe_score,left_smalltoe_x,left_smalltoe_y,left_smalltoe_score,left_heel_x,left_heel_y,left_heel_score,right_bigtoe_x,right_bigtoe_y,right_bigtoe_score,right_smalltoe_x,right_smalltoe_y,right_smalltoe_score,right_heel_x,right_heel_y,right_heel_score,label
203,1116.0544,409.4975,0.9621158,1166.1691,436.21686,0.8912865,1151.3516,436.11255,0.82254875,1166.1339,530.28705,0.48965186,1136.5588,574.3014,0.5759243,1186.7086,439.01614,0.90826833,1210.2992,524.3129,0.9357364,1142.6238,571.42676,0.87294626,1166.131,592.13226,0.82853585,1151.275,586.221,0.7728928,1083.6144,651.01337,0.8754532,1071.7693,786.21277,0.9015254,1186.6459,597.85297,0.8478029,1136.6432,698.12134,0.9037991,1168.9563,830.40735,0.83498585,1115.8093,392.05472,0.38425654,1121.8793,392.0516,0.8964838,0,0,0,1160.0219,391.91492,0.91967833,1118.8964,842.25714,0.83684886,1136.5155,853.9405,0.8254354,1186.7073,839.3012,0.79984957,1024.8807,786.3078,0.72047544,1036.4692,783.3406,0.6458422,1077.6804,798.12274,0.8382692,1
204,1116.0543,409.49448,0.96136284,1166.1707,436.21753,0.89102864,1151.3555,436.11038,0.82228625,1166.1307,530.28455,0.4923585,1136.5547,574.30023,0.57708025,1186.711,439.0196,0.90801775,1210.2981,524.3148,0.93591624,1142.6234,571.4273,0.8729483,1166.131,592.1307,0.8282507,1151.2756,586.2195,0.7727629,1083.6123,651.01294,0.8755465,1071.7693,786.21277,0.90154326,1186.6471,597.85187,0.847656,1136.6436,698.1219,0.90374184,1168.957,830.4062,0.8347784,1115.8102,392.05142,0.38966435,1121.8807,392.04852,0.89659923,0,0,0,1160.0232,391.91525,0.91999084,1118.8961,842.25635,0.83680695,1136.5156,853.94025,0.8254316,1186.7084,839.2992,0.79942536,1024.8796,786.3057,0.7199112,1036.4691,783.33856,0.64506114,1077.68,798.12384,0.8383808,1
205,1115.8778,406.58105,0.92020327,1166.0851,435.98856,0.91703594,1151.348,433.2338,0.7982731,1168.9435,527.4028,0.49494475,1139.4088,571.494,0.618603,1186.5187,436.03268,0.9198119,1210.2781,518.53876,0.9284236,1145.5043,568.54834,0.84149325,1171.9674,583.25305,0.7954743,1160.0674,580.2868,0.8030544,1092.573,662.6947,0.92130756,1116.0009,786.23474,0.8788642,1189.6509,586.26166,0.8158202,1139.5184,698.0783,0.913636,1169.0046,830.48,0.82043195,1107.1389,391.9202,0.19522256,1118.9059,389.13235,0.9697023,0,0,0,1148.3392,388.932,0.9378998,1118.966,845.19403,0.8222859,1136.6028,856.8323,0.84429765,1189.4735,839.3573,0.77735686,1074.8488,798.08466,0.7585515,1080.6814,789.37726,0.7271873,1121.9542,792.3439,0.82293516,1
206,1115.879,406.57986,0.9196919,1166.0826,435.98715,0.9174742,1151.3512,433.23074,0.7982479,1168.9425,527.4036,0.49836114,1139.4034,571.49194,0.62292755,1186.5137,436.03174,0.91911525,1210.2761,518.5383,0.9282926,1145.5059,568.54926,0.8412491,1171.9673,583.2541,0.79545987,1160.067,580.2873,0.8029815,1092.5736,662.69434,0.92137676,1116.003,786.2269,0.87841505,1189.6505,586.26294,0.8159312,1139.5181,698.07794,0.91368407,1169.0076,830.48236,0.82037044,1107.1422,391.9185,0.19685808,1118.9069,389.13113,0.9695832,0,0,0,1148.3384,388.93185,0.93807656,1118.9738,845.19727,0.8209839,1136.6145,856.8353,0.845968,1189.4738,839.3592,0.77601975,1074.8506,798.08636,0.7596353,1080.6793,789.3771,0.72855294,1121.9585,792.33325,0.8235667,1
207,1112.9346,397.90027,0.84577405,1165.9247,433.10962,0.9307482,1145.5186,433.1107,0.82259524,1166.174,524.444,0.68473995,1136.5668,568.4945,0.7527214,1183.5979,433.09573,0.89689153,1210.3069,509.78622,0.9504485,1154.2712,565.54736,0.8133612,1174.8214,580.29456,0.7979334,1160.09,577.42487,0.80987304,1107.1779,668.58844,0.89280236,1160.1464,780.4772,0.79907906,1189.6833,583.2451,0.8183176,1142.393,698.011,0.91385347,1169.0057,824.611,0.80020535,1098.3328,388.99936,0.08079567,1115.9923,388.92767,0.97867066,0,0,0,1142.5292,386.11792,0.9933853,1119.0323,842.2324,0.82484883,1136.5242,854.0528,0.8095718,1186.7476,836.429,0.82221615,1121.9801,795.2253,0.89195734,1127.8208,789.30945,0.86625046,1168.9406,786.2598,0.5116968,1
208,1112.9353,397.89932,0.84581846,1165.9238,433.10962,0.9312215,1145.5161,433.11395,0.82349193,1166.1753,524.44354,0.6850593,1136.5635,568.49255,0.7526875,1183.6012,433.09326,0.8971145,1210.3066,509.78674,0.95009476,1154.2709,565.5444,0.81327933,1174.8206,580.29346,0.79810864,1160.0878,577.42365,0.8099722,1107.1779,668.5896,0.8929486,1160.146,780.47906,0.79907274,1189.6829,583.244,0.81837714,1142.3932,698.0105,0.9139354,1169.0059,824.6105,0.8001511,1098.3336,388.99808,0.08022772,1115.9928,388.927,0.9785858,0,0,0,1142.5295,386.11786,0.9934089,1119.033,842.2322,0.82475907,1136.5248,854.05255,0.8096256,1186.7474,836.42883,0.8222469,1121.9794,795.22614,0.8920621,1127.8204,789.3103,0.866253,1168.9392,786.2615,0.5114072,1
209,1101.2944,400.74335,0.8541841,1163.0151,433.03778,0.9256284,1142.4869,433.0995,0.8731301,1166.126,515.5441,0.8168802,1127.8077,568.50586,0.7943348,1174.9125,433.001,0.85745597,1213.2047,506.61325,0.9739399,1162.9491,559.7357,0.868621,1177.8444,580.2861,0.8025399,1163.0226,577.49976,0.819817,1121.8633,677.4245,0.85900724,1210.1892,765.84894,0.88297224,1192.5013,580.37634,0.82491416,1142.429,692.0919,0.9062669,1168.9203,824.55774,0.80406624,1095.2782,388.98923,0.10780502,1112.9462,388.90594,0.934711,0,0,0,1139.5846,386.00937,0.98743784,1118.8727,842.2805,0.8602484,1136.5538,851.1429,0.85823333,1186.6025,836.4073,0.77727264,1189.5486,798.1346,0.5268147,1189.5724,792.2031,0.47441864,1230.6984,774.5908,0.7507283,1
210,1101.2924,400.74133,0.85412973,1163.0162,433.0361,0.92524004,1142.4893,433.0973,0.87221694,1166.1282,515.5417,0.8161394,1127.8119,568.50415,0.79382384,1174.9103,433.00055,0.857445,1213.2054,506.61423,0.9739297,1162.949,559.7376,0.86832243,1177.8461,580.2856,0.80251026,1163.0245,577.49884,0.8200546,1121.8629,677.42664,0.858973,1210.1998,765.8536,0.88359296,1192.5017,580.3762,0.8248225,1142.4305,692.09265,0.90634906,1168.9176,824.55884,0.80453587,1095.2737,388.9868,0.106905155,1112.9443,388.90466,0.9342591,0,0,0,1139.5823,386.00778,0.98715234,1118.871,842.28033,0.85979825,1136.5529,851.14233,0.8577473,1186.5944,836.41016,0.77786815,1189.5549,798.1422,0.53252906,1189.5775,792.21027,0.47974852,1230.718,774.5969,0.75017446,1
211,1095.4196,406.5988,0.9227506,1154.2965,433.09756,0.89441526,1139.4608,433.2441,0.8774283,1163.1238,524.3667,0.9026571,1118.9246,574.3406,0.9335567,1168.9879,430.22397,0.87847173,1216.1344,503.7901,0.9295278,1166.041,565.5712,0.89498514,1186.7471,577.27344,0.81302774,1180.7489,577.3746,0.70972663,1163.1979,695.07764,0.9088316,1260.1917,768.76935,0.8369593,1192.5519,577.2655,0.8305609,1139.5282,692.237,0.96323067,1168.9174,830.47455,0.84102464,1092.4457,391.95178,0.08013003,1098.4204,389.0736,0.92346853,0,0,0,1136.5093,386.09805,0.9360863,1118.8347,842.3127,0.82508105,1133.6492,853.9363,0.8184818,1186.6873,836.52075,0.81764966,1224.8842,815.8721,0.81448054,1230.8236,810.0218,0.7090486,1283.6846,774.6377,0.7465177,1
212,1095.4197,406.59918,0.9230438,1154.2996,433.0969,0.89422256,1139.4683,433.2424,0.87812006,1163.1252,524.36633,0.90237814,1118.9246,574.3383,0.93328226,1168.985,430.22437,0.87884396,1216.1339,503.7903,0.92966044,1166.0414,565.5732,0.89508826,1186.7478,577.2741,0.81337035,1180.7483,577.3746,0.7102176,1163.1951,695.0882,0.90829235,1260.1877,768.7644,0.8376259,1192.5543,577.2668,0.8307078,1139.5221,692.23364,0.9623599,1168.9198,830.47266,0.84093773,1092.4451,391.95523,0.08011491,1098.4208,389.07504,0.92326176,0,0,0,1136.5092,386.09973,0.93602866,1118.8273,842.31067,0.8261185,1133.6427,853.93396,0.8182821,1186.6906,836.5206,0.8187216,1224.884,815.87756,0.8151001,1230.824,810.0252,0.7097255,1283.6804,774.6273,0.7458618,1
213,1092.402,409.5716,0.9739183,1145.5166,436.0881,0.91361475,1130.7313,436.22607,0.84632057,1157.2474,527.38983,0.8797941,1110.0814,577.29156,0.914969,1166.0725,436.01752,0.9405875,1219.0822,503.70728,0.9103287,1171.9554,568.52826,0.8530223,1186.5841,577.4991,0.8343026,1171.8778,580.28406,0.73682106,1186.6104,695.10803,0.9484731,1301.4164,774.5689,0.8106107,1192.4966,580.2847,0.82438767,1127.7761,692.0841,0.8989003,1166.0923,824.62897,0.8492174,1086.5162,397.87164,0.05062916,1095.3713,394.93597,0.92201316,0,0,0,1124.8073,389.1459,0.9210371,1118.9082,845.1781,0.82552147,1136.5604,853.9667,0.8309885,1186.5321,836.35297,0.81901234,1274.8922,821.66534,0.84081995,1277.9149,812.9979,0.7771698,1322.041,777.4744,0.74423677,1
214,1092.402,409.5714,0.97396517,1145.5171,436.08817,0.91354305,1130.7323,436.22595,0.8463618,1157.2473,527.38916,0.87973934,1110.0814,577.2919,0.9150819,1166.0728,436.0178,0.9405907,1219.0822,503.70697,0.91034806,1171.9556,568.5281,0.8529063,1186.5836,577.4977,0.83460677,1171.8752,580.28296,0.7373909,1186.6094,695.10077,0.94885993,1301.4174,774.5736,0.8108478,1192.4987,580.28296,0.82438993,1127.7755,692.08307,0.8988844,1166.0905,824.6287,0.8494173,1086.5157,397.87128,0.05071778,1095.3712,394.9359,0.9220446,0,0,0,1124.8071,389.146,0.9210494,1118.9011,845.1769,0.82679266,1136.5552,853.96857,0.8305049,1186.5311,836.3515,0.8187384,1274.8987,821.66254,0.84109235,1277.9214,812.9967,0.77734536,1322.0405,777.4819,0.7455927,1
215,1083.6672,415.5606,0.87316406,1142.4348,453.6534,0.91119736,1121.8658,456.6455,0.8637386,1145.4127,536.1991,0.83772844,1092.5094,580.32574,0.91939205,1163.0933,444.93625,0.87837636,1227.8243,506.70694,0.91419023,1183.6437,574.3451,0.9003932,1189.5653,595.0092,0.81336033,1186.67,597.85596,0.73574954,1216.1277,698.05475,0.87378424,1324.9326,789.31964,0.8453202,1189.692,595.03864,0.8007313,1115.8275,692.02155,0.9312514,1165.9502,815.78143,0.87194955,0,0,0,1092.3118,409.6021,0.9626795,0,0,0,1118.8448,409.49268,1.0041203,1118.9952,842.3306,0.7968742,1139.4684,851.0694,0.82542264,1186.5116,830.44183,0.82434326,1280.9095,821.6707,0.8022205,1286.6742,815.7284,0.719631,1342.6401,798.1199,0.7403575,1
216,1083.667,415.56058,0.8731914,1142.4352,453.65372,0.9112176,1121.8656,456.64548,0.86370254,1145.4135,536.1996,0.83758885,1092.5099,580.32623,0.9194782,1163.0936,444.93634,0.8784087,1227.8241,506.70657,0.91418415,1183.6436,574.3453,0.9005629,1189.5653,595.00964,0.8133002,1186.6696,597.8562,0.735786,1216.1278,698.0548,0.8738486,1324.9327,789.3196,0.84529626,1189.6919,595.0388,0.80064034,1115.8273,692.021,0.9311509,1165.95,815.78143,0.87197787,0,0,0,1092.3118,409.6019,0.9626635,0,0,0,1118.8453,409.49265,1.0040599,1118.9956,842.33105,0.7968763,1139.4688,851.0694,0.82548904,1186.5111,830.4418,0.8242465,1280.9099,821.6711,0.8021676,1286.6748,815.7287,0.7196097,1342.6401,798.12024,0.7402246,1
217,1083.6671,415.56207,0.87317944,1142.4341,453.65427,0.9116012,1121.8641,456.64667,0.8641591,1145.4167,536.1947,0.83758956,1092.5094,580.3249,0.91954386,1163.0936,444.93793,0.8780771,1227.825,506.70813,0.91456795,1183.6454,574.34393,0.9008342,1189.5664,595.0032,0.81322265,1186.669,597.85114,0.73513055,1216.1215,698.05304,0.87462676,1324.9207,789.3183,0.8445815,1189.6945,595.0327,0.7998952,1115.8246,692.0222,0.9312239,1165.9529,815.7804,0.8723629,0,0,0,1092.3119,409.60236,0.9627821,0,0,0,1118.8453,409.49258,1.0044403,1118.9915,842.3148,0.800093,1139.4714,851.066,0.8261034,1186.5155,830.43854,0.82643074,1280.9165,821.67175,0.8017664,1286.6779,815.72974,0.71992743,1342.6085,798.1184,0.74001515,1
