image_no,nose_x,nose_y,nose_score,neck_x,neck_y,neck_score,right_shoulder_x,right_shoulder_y,right_shoulder_score,right_elbow_x,right_elbow_y,right_elbow_score,right_wrist_x,right_wrist_y,right_wrist_score,left_shoulder_x,left_shoulder_y,left_shoulder_score,left_elbow_x,left_elbow_y,left_elbow_score,left_wrist_x,left_wrist_y,left_wrist_score,mid_hip_x,mid_hip_y,mid_hip_score,right_hip_x,right_hip_y,right_hip_score,right_knee_x,right_knee_y,right_knee_score,right_ankle_x,right_ankle_y,right_ankle_score,left_hip_x,left_hip_y,left_hip_score,left_knee_x,left_knee_y,left_knee_score,left_ankle_x,left_ankle_y,left_ankle_score,right_eye_x,right_eye_y,right_eye_score,left_eye_x,left_eye_y,left_eye_score,right_ear_x,right_ear_y,right_ear_score,left_ear_x,left_ear_y,left_ear_score,left_bigtoe_x,left_bigtoe_y,left_bigtoe_score,left_smalltoe_x,left_smalltoe_y,left_smalltoe_score,left_heel_x,left_heel_y,left_heel_score,right_bigtoe_x,right_bigtoe_y,right_bigtoe_score,right_smalltoe_x,right_smalltoe_y,right_smalltoe_score,right_heel_x,right_heel_y,right_heel_score,label
21,621.5051,297.7815,0.8619375,571.4202,315.36328,0.9135463,597.83215,309.55502,0.84562397,642.14996,342.0257,0.91197646,718.57434,342.06912,0.87075734,542.07043,318.317,0.8369038,503.76263,365.42838,0.9078696,521.42914,388.90833,0.4505139,571.53455,439.13748,0.8072,580.42285,439.0337,0.8144145,600.84235,530.16943,0.90157425,497.90457,553.75366,0.83024865,553.8286,441.98022,0.7622341,653.94507,506.61652,0.8446115,698.11084,603.95,0.78611684,618.6187,291.71298,0.8607063,0,0,0,595.05347,277.1689,0.87843466,0,0,0,739.2539,609.72565,0.6721446,736.3255,603.91406,0.6549237,695.17413,621.47656,0.7593397,453.65436,600.94324,0.72626776,447.88718,594.97217,0.67425716,483.1611,544.9413,0.69075185,1
22,624.5385,306.59476,0.8902728,574.5456,318.52896,0.9457026,600.88745,318.25165,0.9174661,642.08777,362.37653,0.8915645,706.83374,365.5533,0.86206484,550.95215,327.17474,0.8649367,527.39435,385.89795,0.9430857,574.3375,386.17148,0.5285483,583.2777,441.94678,0.8036346,600.909,436.11777,0.8687079,656.7981,524.36163,0.81060016,577.3137,550.7951,0.85887504,571.51654,450.82077,0.8056736,668.4531,506.87637,0.8874109,700.97003,606.8031,0.8452161,624.33704,294.74194,0.95711434,0,0,0,598.0783,291.73074,0.9344516,0,0,0,739.3329,606.8625,0.7519628,736.3063,603.90283,0.7440123,695.21136,621.60046,0.90915775,574.49457,580.2681,0.50659263,562.65326,574.5139,0.528832,565.5625,542.08655,0.64475393,1
23,624.53986,306.59363,0.89036024,574.5525,318.52402,0.9468493,600.89154,318.25223,0.9175279,642.0881,362.3786,0.8916093,706.8322,365.55392,0.8622667,550.95996,327.1608,0.8662393,527.3887,383.17883,0.9425982,574.3467,386.15967,0.5499793,583.28485,441.94812,0.80342996,600.91376,436.1193,0.86890376,656.79456,524.3658,0.81086326,577.3129,550.80054,0.8593639,571.5247,450.8223,0.8064643,668.45685,506.87933,0.88801503,700.9708,606.803,0.8455785,624.3383,294.74045,0.95762175,0,0,0,598.0789,291.7308,0.93464243,0,0,0,739.33246,606.86475,0.75259864,736.3079,603.9045,0.74442667,695.21136,621.5993,0.9094937,574.5059,580.2842,0.50913215,562.672,574.5279,0.530289,565.5637,542.09314,0.6457952,1
24,624.53613,306.59317,0.8916056,574.5536,318.51904,0.9477969,600.889,318.24954,0.9181345,642.0885,362.37933,0.8920889,706.82996,365.56012,0.8623923,550.9626,327.1524,0.866148,527.3859,383.1831,0.9432594,574.35315,386.16263,0.55505335,583.28534,441.9478,0.8032025,600.91266,436.12,0.86921203,653.9667,524.3628,0.8118204,577.3122,550.8038,0.85762167,571.52594,450.82135,0.80661327,668.4584,506.8903,0.88760644,700.97144,606.8048,0.84591776,624.3368,294.7427,0.9589473,0,0,0,598.08246,291.7305,0.93429554,0,0,0,739.33594,606.867,0.7527188,736.3127,603.906,0.7445547,695.2091,621.60297,0.91102326,574.4924,580.28046,0.51326317,562.6541,574.5213,0.53475136,562.69745,544.93414,0.6440035,1
25,624.5415,309.47742,0.89412725,574.5505,318.5233,0.94439393,600.897,318.24564,0.91487575,642.11035,362.40726,0.8973035,706.8623,365.54755,0.86402094,550.9564,327.1635,0.8664245,527.38135,383.18292,0.94508314,571.5379,386.16202,0.56074876,583.27686,439.1491,0.80463463,600.9078,436.1118,0.8701085,653.9665,524.3659,0.81212765,577.2815,550.81854,0.86024195,571.5302,450.8041,0.806188,665.72266,506.88586,0.8833469,700.9808,606.7959,0.8451702,624.3497,294.78546,0.9558045,0,0,0,598.1125,291.71494,0.9294189,0,0,0,739.3301,606.864,0.7570326,736.3071,603.9047,0.7482431,695.21967,621.60034,0.9077836,574.5216,580.29004,0.50945497,562.69135,574.53955,0.5267599,562.6765,544.94446,0.64038205,1
26,409.44156,268.20343,0.9521172,362.4327,294.92465,0.94519687,321.3827,291.74747,0.85971856,280.1067,359.46875,0.84809893,315.31308,409.73047,0.93385756,391.99524,309.502,0.8521249,389.1081,383.08722,0.88011205,441.94672,386.17114,0.87969047,347.8251,453.6982,0.8242529,318.39874,453.66202,0.83546674,324.3288,571.5204,0.88394,230.06917,618.59174,0.8729573,383.06158,453.70422,0.82448345,418.49606,556.72784,0.8739272,397.84717,642.0715,0.8656293,400.72543,250.63544,0.8861772,409.6431,259.53754,0.09702626,365.49127,244.85973,0.9751292,0,0,0,439.04532,656.87555,0.8135029,436.17285,648.15216,0.8242684,386.06393,645.1943,0.9158108,250.65962,665.6064,0.905118,238.87332,653.9494,0.8355292,218.21422,609.797,0.8421527,1
27,412.6728,268.23105,0.96136975,365.38266,294.8134,0.963131,333.01645,288.92316,0.84216607,283.00745,353.67117,0.8258276,303.66623,412.67963,0.8629505,403.70642,303.6647,0.82807845,406.61386,371.39084,0.85041445,456.67023,383.1809,0.8975284,359.53317,444.9081,0.8007822,327.24323,442.01138,0.7531534,342.06393,553.99963,0.92813975,253.57242,624.3891,0.89797425,385.99078,444.94028,0.821182,418.46066,556.75305,0.8774727,394.97592,642.07526,0.8714053,409.7212,250.69232,0.94987065,415.48138,262.35315,0.095584765,380.16925,244.69249,0.891873,0,0,0,439.03494,656.818,0.8255862,436.1509,648.13,0.8401957,386.03513,645.19257,0.9191582,280.08142,671.4748,0.88798517,265.33923,668.4787,0.8637877,238.91202,621.63763,0.8996649,1
28,412.6843,268.2297,0.95943284,365.38565,294.81284,0.96327657,333.01807,288.92316,0.8422458,283.00754,353.67075,0.82586855,303.6666,412.67938,0.8632166,403.71198,303.66092,0.8283946,406.61383,371.3894,0.85041964,456.66937,383.1817,0.8972999,359.53293,444.90817,0.80067927,327.24313,442.0107,0.7531125,342.06393,553.99945,0.92825794,253.57216,624.3893,0.8979932,385.99078,444.9402,0.8215666,418.4614,556.75183,0.8773498,394.97568,642.0757,0.8715555,409.72662,250.6881,0.9503258,415.5278,259.52954,0.09840177,380.16537,244.69046,0.8915791,0,0,0,439.03513,656.81757,0.82571584,436.1515,648.12994,0.84047085,386.03442,645.1928,0.9193069,280.08133,671.47577,0.8880129,265.3393,668.48,0.86392504,238.91202,621.63837,0.8997301,1
29,430.14447,268.22397,0.93635386,374.28085,294.8368,0.9035013,338.9009,291.7655,0.89786536,282.9993,347.80994,0.8387513,294.8199,418.42062,0.88983274,412.59277,303.63483,0.8897847,412.58252,368.35724,0.9142016,459.81998,377.27454,0.8628395,362.51035,439.08417,0.8708272,336.01062,439.00967,0.81833065,362.50916,550.9426,0.9634273,280.16922,645.1499,0.8691125,388.90295,441.94116,0.8683758,418.4639,553.97687,0.8832888,397.80374,639.1839,0.8532158,421.43588,250.68185,0.8849395,433.2247,262.44775,0.08065459,389.12888,244.80682,0.9537198,0,0,0,439.01532,656.8085,0.826518,436.1556,648.11487,0.84373945,386.07205,645.12854,0.8604131,315.52298,677.46857,0.88216656,294.95468,677.4019,0.84025264,265.4078,647.9948,0.8649442,1
30,430.1436,268.2214,0.9354348,374.28323,294.8363,0.9030349,338.90436,291.7636,0.89799744,283.00436,347.80957,0.8390052,294.8226,418.42444,0.88942295,412.59348,303.63293,0.89005154,412.58298,368.3613,0.91444707,459.81503,377.27917,0.86352664,362.50882,439.07663,0.87180364,336.00793,439.00217,0.8189762,362.5091,550.94635,0.9637048,280.1697,645.14905,0.8687271,388.8942,439.1503,0.868962,418.45963,553.9835,0.88219005,397.80804,639.18945,0.8534994,421.43536,250.67976,0.8850093,433.22122,262.4525,0.07998007,389.1298,244.806,0.95315313,0,0,0,439.0167,656.83185,0.82653296,436.16092,648.1233,0.8421916,386.0708,645.1329,0.85972,315.52704,677.463,0.88074696,294.95532,677.40216,0.8394844,265.40796,647.997,0.8651815,1
31,536.1924,274.20926,0.87027407,480.3855,294.8077,0.96258587,506.65277,300.67874,0.8606615,536.2255,362.63315,0.89891285,621.60547,388.87585,0.92330575,459.61652,291.80786,0.91076684,433.1248,342.00113,0.82627845,477.32162,362.5336,0.14711054,462.5966,453.77893,0.75147206,456.5793,456.69095,0.788164,421.34958,574.3412,0.8549108,321.26404,674.51074,0.85897833,480.17593,453.75113,0.67016274,577.51654,509.78214,0.87848413,598.0423,639.1925,0.86490846,533.32825,265.42953,0.8864509,0,0,0,509.7021,250.80165,0.88253754,0,0,0,650.9286,624.5652,0.7824743,645.07324,624.3753,0.8039912,589.14575,653.89056,0.7420424,368.47348,712.6732,0.8526023,356.5661,715.5504,0.8235781,300.6828,683.3268,0.8286196,1
32,536.1997,274.20834,0.87038785,480.38605,294.80603,0.96282464,506.65585,300.6852,0.8601303,536.22485,362.6327,0.89899594,621.6064,388.87726,0.9239749,459.61652,291.79922,0.90938723,433.12613,341.97794,0.8292509,477.3252,362.49304,0.14613304,462.59793,453.77875,0.7516639,456.5799,456.6911,0.78864527,421.3487,574.3421,0.85506546,321.25577,674.5104,0.8583503,480.17706,453.75067,0.67023456,577.51605,509.78168,0.8786321,598.04425,639.1901,0.86519575,533.33405,265.42975,0.88577676,0,0,0,509.70615,250.80289,0.8814501,0,0,0,650.9369,624.5697,0.7817545,645.0829,624.3794,0.8048678,589.14545,653.89386,0.74243736,368.4694,712.6833,0.8546474,356.56372,715.5581,0.8236157,300.66626,683.328,0.83056414,1
33,553.7156,274.23697,0.90052664,500.8015,291.848,0.90564704,524.31903,291.8722,0.85907197,562.62885,347.8796,0.8378959,647.9046,365.41315,0.9186757,477.32324,291.7558,0.8513716,436.1616,339.10092,0.92918545,483.18237,377.21738,0.559097,494.9325,453.79654,0.7461991,483.13104,456.6696,0.79744685,453.6941,556.8581,0.84441286,336.0513,665.6422,0.837386,506.65186,453.80096,0.6693934,600.81744,518.56256,0.8871653,645.1953,633.31177,0.8535619,550.9613,265.4458,0.9218467,0,0,0,527.34515,247.90233,0.94557977,0,0,0,692.1768,621.4936,0.83418417,686.3313,618.6151,0.7647439,645.0335,650.9371,0.81219304,371.36703,709.7975,0.83680046,356.64688,703.9566,0.7991812,315.3004,665.6417,0.8649439,1
34,553.71594,274.2393,0.90024114,500.79587,291.84995,0.90592825,524.32324,291.87625,0.8600413,562.62683,347.88123,0.8375695,647.8998,365.4134,0.918449,477.30728,291.75513,0.8503128,436.16122,339.0954,0.9295423,483.17227,377.25464,0.5587115,494.9344,453.79977,0.74649334,483.13083,456.67264,0.7974197,453.68246,556.8637,0.8416544,336.0607,665.6377,0.83863354,506.6541,453.8025,0.6696633,600.81793,518.56354,0.8872585,645.1941,633.3139,0.85349363,550.96136,265.4496,0.9218936,0,0,0,527.347,247.90878,0.9437273,0,0,0,692.177,621.4934,0.83439994,686.3314,618.61487,0.7649254,645.0331,650.9417,0.81137824,371.35843,709.80084,0.838785,356.63638,703.9532,0.79979056,315.3092,665.6336,0.8654103,1
35,562.6958,274.18692,0.84593403,506.75488,291.99533,0.959996,536.2352,294.72595,0.8745709,577.2816,344.93494,0.92148983,653.9333,362.63092,0.8988941,480.2893,291.96185,0.92010534,441.93695,347.78418,0.81300515,489.04565,365.60828,0.5122709,518.49506,450.7604,0.72345006,521.4882,453.7169,0.71999127,497.94284,559.76416,0.84186566,365.5844,639.22095,0.82169104,509.65787,442.00595,0.6063242,621.5876,527.24603,0.91987693,674.5648,644.98706,0.8621727,559.77026,265.42645,0.8796749,0,0,0,533.25586,250.67815,0.9068581,0,0,0,709.8464,624.4542,0.6650096,703.9053,624.4323,0.66294944,674.503,659.7789,0.80525553,356.6103,692.2698,0.7861037,341.8928,680.4375,0.77330524,347.77728,627.4698,0.7435457,1
36,562.6917,274.18875,0.8459435,506.7429,291.98724,0.96045434,536.23584,294.72675,0.8748477,577.2831,344.93835,0.92003864,653.93146,362.6291,0.89878726,480.2611,291.9513,0.91775393,441.9354,347.794,0.8121834,486.18613,365.60577,0.50995094,518.497,450.75824,0.7232396,521.4919,453.71695,0.72036177,497.9423,559.7634,0.84210277,365.58243,639.2234,0.8217326,509.65472,441.99982,0.60662663,621.58856,527.24646,0.9198993,674.56616,644.9854,0.8621615,559.7698,265.43097,0.8801977,0,0,0,533.25806,250.68367,0.9056087,0,0,0,709.8497,624.4545,0.66342956,703.9095,624.4315,0.6620421,674.5059,659.77844,0.80473095,356.59952,692.2755,0.78646463,341.88712,680.44653,0.77287316,347.77737,627.4703,0.74254173,1
37,577.3697,280.13593,0.8815326,521.4795,303.63477,0.86496687,550.7685,300.7687,0.86367226,589.166,356.59482,0.8233317,665.64484,377.2115,0.8326582,494.96136,300.76447,0.81274986,459.55405,350.79825,0.8598705,483.16672,371.40964,0.5711202,547.92633,453.77332,0.7641363,553.8461,453.79416,0.78175277,551.0069,574.37115,0.92372453,421.36484,603.90295,0.7747726,530.34344,453.69952,0.696924,644.9849,530.29486,0.91319263,689.25903,647.91864,0.9085017,574.5267,268.4347,0.97510475,0,0,0,550.72766,265.33432,0.9148951,0,0,0,733.3304,645.12054,0.8270228,724.50336,644.91595,0.7792196,683.3048,665.64484,0.7582615,380.16647,662.7295,0.66743267,368.42664,647.98065,0.698782,409.60953,594.9922,0.6418124,1
38,577.3709,280.13666,0.88176894,521.48114,303.63507,0.8650354,550.7692,300.76923,0.863845,589.1653,356.59525,0.8235284,665.6406,377.2052,0.83165777,494.9643,300.76465,0.8129198,459.5528,350.7952,0.8616695,483.15408,371.41846,0.5805706,547.9226,453.77106,0.76379216,553.8464,453.7936,0.78230214,551.00824,574.3732,0.92399704,421.36108,603.8937,0.77646935,530.33777,453.6967,0.69770616,644.98517,530.2954,0.9128944,689.26086,647.9186,0.90810746,574.5277,268.43466,0.97545254,0,0,0,550.7278,265.33395,0.9148605,0,0,0,733.3227,645.11536,0.82423085,724.493,644.9129,0.77668774,683.3098,665.6427,0.75860524,380.18164,662.7185,0.6669588,368.4351,647.97626,0.69861656,409.6072,594.9796,0.6413375,1
39,1307.3954,406.66443,0.93857896,1345.5275,441.948,0.8597868,1304.2267,444.9479,0.8727961,1292.624,527.36786,0.8950647,1254.2142,583.26263,0.84697247,1383.8972,439.04053,0.862559,1428.0916,506.79153,0.9029064,1375.027,550.8244,0.9463196,1339.659,594.9933,0.8062664,1310.2623,589.1058,0.8060328,1239.7057,665.63196,0.8847498,1257.2664,795.2058,0.8373352,1369.1115,597.965,0.8189244,1327.9094,712.8077,0.94954675,1395.5372,815.83856,0.8477603,1304.3948,389.16635,0.9243452,1324.9017,391.91464,0.9057408,0,0,0,1351.4789,389.15573,0.88727796,1348.4125,836.5279,0.83612823,1360.3475,845.1961,0.7502435,1407.4208,830.51404,0.82960486,1216.0782,833.5442,0.8801391,1213.2114,827.5618,0.8226189,1268.9972,809.94165,0.85924566,1
40,586.2538,291.79047,0.85402685,530.2137,315.35196,0.9650328,553.9143,315.25925,0.8796642,595.0143,362.60983,0.904247,659.77045,391.9343,0.8612277,506.61896,315.2808,0.8955522,483.24176,365.5879,0.8850124,533.25037,400.74533,0.53259665,562.6388,456.71936,0.79159427,577.3611,456.5939,0.8348431,621.5242,565.57947,0.85822356,515.556,589.15625,0.72022915,550.7898,459.60223,0.77659905,659.7734,530.2648,0.87522525,692.29254,647.89496,0.9170674,580.4306,274.31793,0.876803,0,0,0,556.75586,271.22186,0.9439696,0,0,0,739.1577,648.0119,0.8491893,733.3586,645.10974,0.8028611,689.11957,662.742,0.7935438,465.55588,627.53314,0.4681058,459.7479,621.4477,0.5220508,500.84912,577.36804,0.6053079,1
41,1307.4095,409.60275,0.96565163,1348.5183,453.66318,0.88395077,1307.216,453.71027,0.90677583,1304.2306,530.4263,0.9317725,1254.3408,592.0783,0.87210065,1383.8654,450.7403,0.81844085,1436.7772,509.68463,0.8607992,1374.9095,553.90204,0.919189,1342.6296,598.0289,0.84318686,1313.1941,595.04913,0.8227169,1236.722,653.9169,0.89719427,1257.1667,789.2708,0.8812969,1372.0044,600.9713,0.8343412,1330.7887,715.6413,0.9858165,1395.5007,821.6691,0.82487625,1304.4064,394.90945,0.88957834,1324.8612,397.8307,0.865164,0,0,0,1351.4569,394.97736,0.88058275,1345.5422,839.3132,0.8270609,1357.3502,848.1475,0.7891338,1407.3551,833.42316,0.84251654,1210.0338,812.9272,0.82350564,1210.0895,809.8137,0.79437256,1266.0654,806.8476,0.8441751,1
42,586.2528,291.79013,0.8536854,530.2146,315.3525,0.9649798,553.9165,315.25873,0.8791491,595.0145,362.6096,0.9042455,659.7705,391.93268,0.86173606,506.61877,315.28195,0.8959023,483.24612,365.59357,0.885134,533.2501,400.76666,0.53185606,562.64233,456.72098,0.7917732,577.363,456.595,0.8352814,621.5244,565.5805,0.858131,515.54565,589.16534,0.72008437,550.79297,459.60394,0.77728784,659.7732,530.2658,0.87539816,692.292,647.9023,0.9179968,580.42926,274.31796,0.8768577,0,0,0,556.7559,271.22388,0.9443039,0,0,0,739.15845,648.0141,0.84884137,733.3586,645.11237,0.8034907,689.11926,662.75745,0.7949495,465.5137,627.5221,0.47998962,459.72495,621.44324,0.5316018,500.8355,577.37305,0.60338223,1
43,1307.4084,409.60196,0.96593326,1348.5142,453.66293,0.88324,1307.215,453.70905,0.90648746,1304.2325,530.4243,0.93229425,1254.3469,592.07587,0.87265724,1383.8599,450.7402,0.8186747,1436.7737,509.68643,0.8607594,1374.9082,553.9022,0.919214,1342.63,598.0283,0.8430904,1313.1936,595.04755,0.8224751,1236.7208,653.91364,0.89733845,1257.1669,789.2727,0.88131917,1372.0044,600.971,0.8342006,1330.8018,715.65344,0.98752594,1395.502,821.6772,0.8246648,1304.4049,394.9071,0.8897801,1324.8623,397.82877,0.86543196,0,0,0,1351.4585,394.9752,0.8807601,1345.5419,839.3145,0.8291119,1357.3413,848.1506,0.7910422,1407.3602,833.4291,0.8409053,1210.0339,812.92694,0.8256739,1210.0879,809.81366,0.7958201,1266.0566,806.8467,0.8461993,1
44,586.253,291.79236,0.85403705,530.2136,315.35226,0.9650402,553.91565,315.2576,0.8789913,595.0153,362.60855,0.90431833,659.76825,391.933,0.86158943,506.61823,315.28278,0.8959284,483.24576,365.59885,0.88387406,533.2538,400.763,0.5308016,562.6405,456.71967,0.7916076,577.3611,456.59372,0.83524555,621.5251,565.5794,0.8580917,515.561,589.15985,0.72173876,550.79254,459.60178,0.776751,659.7752,530.26587,0.8754988,692.29114,647.8975,0.91727066,580.42944,274.32043,0.8766642,0,0,0,556.7557,271.22495,0.9441578,0,0,0,739.16235,648.01337,0.8481797,733.3622,645.1109,0.8021808,689.11835,662.74963,0.79300535,462.67615,627.5192,0.48454514,459.70905,621.4473,0.5349128,500.86017,577.3707,0.6057699,1
45,1307.2568,412.4953,0.9930055,1348.535,453.79758,0.9006009,1310.1951,456.59763,0.8889483,1307.4071,533.30426,0.91894275,1260.295,592.06647,0.852618,1378.0999,453.7213,0.864447,1436.8354,512.69586,0.8294089,1374.9427,562.6985,0.87049395,1348.4358,597.96716,0.84033704,1319.0878,594.9781,0.7955859,1236.5902,644.9574,0.95916826,1254.2727,777.4868,0.8226837,1374.8668,600.93915,0.84547395,1330.7766,715.70746,0.9907503,1395.5154,821.67053,0.8245572,1304.2993,403.73404,0.8606142,1316.1509,406.56155,0.8726573,0,0,0,1351.3323,400.8315,0.8695183,1345.4846,839.28,0.83040684,1357.3286,848.1353,0.79399323,1407.3739,833.4355,0.8372706,1204.2426,789.2625,0.57587713,1207.2114,786.24115,0.5773269,1260.3331,789.3385,0.8629774,1
46,586.2528,291.79245,0.85386044,530.216,315.35382,0.9651711,553.91614,315.25967,0.87928426,595.0159,362.61136,0.90385985,659.7696,391.93283,0.8611724,506.6211,315.28296,0.89598536,483.24814,365.59583,0.8847315,533.2485,400.77454,0.53185415,562.6412,456.7208,0.79195225,577.36224,456.59445,0.83534056,621.52454,565.57935,0.85810465,515.5616,589.1612,0.7203752,550.7922,459.60382,0.7770946,659.77405,530.2652,0.87546283,692.2908,647.9006,0.91732347,580.42993,274.32077,0.87644154,0,0,0,556.7551,271.2255,0.94424117,0,0,0,739.1615,648.0166,0.8478856,733.3631,645.11487,0.8029319,689.11707,662.75745,0.7938911,462.66925,627.51337,0.48292705,459.69983,621.44165,0.5324922,500.85605,577.374,0.6027468,1
47,1307.2571,412.49426,0.9929072,1348.5383,453.79922,0.9010465,1310.195,456.59836,0.88891524,1307.4081,533.3048,0.9187257,1260.296,592.0646,0.8523589,1378.1022,453.72388,0.8644107,1436.8336,512.6999,0.82923216,1374.9377,562.70074,0.8701463,1348.4374,597.9662,0.8403592,1319.0902,594.9762,0.7952491,1236.5911,644.9598,0.95964265,1254.2725,777.47784,0.8223587,1374.8685,600.93884,0.84553564,1330.7778,715.70996,0.99096066,1395.5154,821.6684,0.8243252,1304.3004,403.73386,0.86048084,1316.1508,406.56125,0.8724874,0,0,0,1351.3317,400.83075,0.86946905,1345.4894,839.2819,0.82987773,1357.3281,848.1348,0.79292405,1407.3739,833.42944,0.8380383,1204.2626,789.2735,0.58278424,1207.2245,786.2486,0.58515835,1260.3328,789.331,0.86416364,1
48,597.99445,297.7733,0.8972714,539.1228,318.4986,0.8795521,568.5062,318.38913,0.88093543,597.95276,368.35297,0.86184716,645.1579,412.5266,0.94373316,512.65845,321.3437,0.7873069,553.8178,397.83582,0.095032044,0,0,0,577.3734,462.56598,0.8048106,597.9166,456.79404,0.8259159,686.26404,550.75,0.83410573,627.49567,586.2002,0.32628137,556.8129,468.53735,0.7096185,668.53754,536.2118,0.74708885,695.0109,645.06647,0.79735756,597.8493,291.74533,0.91819024,0,0,0,571.4323,277.18124,0.87889284,0,0,0,739.3061,645.19525,0.6589037,736.2385,645.06805,0.53329587,689.19183,662.76575,0.6138138,642.11365,597.84015,0.0877829,0,0,0,618.5979,583.25085,0.21969838,1
49,1304.4148,412.5743,0.9850311,1348.567,456.5609,0.9112601,1310.3391,456.64923,0.8804571,1310.3647,539.1613,0.86429435,1263.1348,597.883,0.8567101,1377.9865,453.81503,0.88381207,1430.9885,515.62244,0.838688,1374.9603,574.26526,0.93515337,1351.333,597.8566,0.85158354,1324.9492,592.0536,0.80508596,1236.6136,639.1929,0.9219177,1251.3107,765.81976,0.8397975,1374.951,600.84674,0.85372084,1330.7961,715.6774,0.9913225,1395.5475,821.6992,0.8245278,1304.2179,406.55154,0.72507447,1310.3019,406.71008,0.90608764,0,0,0,1348.3904,403.75693,0.8254864,1345.5254,836.5451,0.82720673,1357.3488,848.1348,0.78705037,1407.4252,833.48975,0.8356741,1189.6382,774.6178,0.62894464,1198.3624,768.6566,0.6077391,1260.2273,786.26556,0.8343291,1
50,597.9907,297.76666,0.8974186,539.1239,318.49628,0.8799667,568.50665,318.3854,0.88117695,597.9536,368.35013,0.86257565,645.1597,412.5258,0.94395524,512.65717,321.34155,0.78806615,553.8283,397.83246,0.09542701,0,0,0,577.3758,462.56302,0.80472904,597.91956,456.79245,0.825874,686.2633,550.7512,0.8340516,630.3213,586.1756,0.3259918,556.8151,468.53262,0.70957947,668.53796,536.2158,0.7468806,695.00995,645.06696,0.79753554,597.84595,291.74008,0.9165431,0,0,0,571.43134,277.17538,0.8792658,0,0,0,739.30695,645.1943,0.65902007,736.2393,645.06683,0.5333963,689.1897,662.7646,0.613956,642.1194,597.8398,0.08845301,0,0,0,621.4885,580.41876,0.22000049,1
51,1304.4144,412.57312,0.98480505,1348.5688,456.5613,0.91192394,1310.342,456.64673,0.8798805,1310.3525,541.99554,0.8649606,1263.1324,597.887,0.8584231,1377.9866,453.81876,0.8843532,1430.9934,515.6289,0.8376097,1374.9652,574.2635,0.9351721,1351.3352,597.851,0.8508373,1324.9559,592.04724,0.8054187,1236.6129,639.1899,0.9221856,1251.3265,765.8166,0.84076273,1374.9487,600.84186,0.8528271,1330.7948,715.67584,0.9907625,1395.5437,821.68195,0.8258511,1304.2183,406.54938,0.72209597,1310.3024,406.70856,0.9054637,0,0,0,1348.3926,403.75345,0.82564473,1345.5316,836.54834,0.8250732,1357.3617,848.13605,0.7851073,1407.4069,833.47565,0.8387332,1189.659,774.5915,0.6304227,1198.396,768.6396,0.6092603,1260.2391,786.26483,0.834477,1
52,601.04767,297.78217,0.89273447,547.93964,324.24258,0.86770844,571.5263,318.45587,0.89406466,595.05316,383.0076,0.84508324,627.4428,433.11337,0.8900025,524.3329,330.14334,0.7797308,542.04565,403.66043,0.08999393,0,0,0,586.26294,462.5793,0.77549714,603.899,456.6761,0.7964207,703.9815,509.6499,0.8535338,783.35834,598.0625,0.7446754,574.30994,477.29373,0.7456979,668.5746,536.1516,0.91095275,695.06323,645.1319,0.92271066,600.8859,291.71677,0.91387033,0,0,0,574.50214,277.21417,0.92153764,0,0,0,736.3125,645.1498,0.77741843,724.56335,645.07184,0.6554948,692.0492,659.82465,0.87077475,824.58514,577.40295,0.4240254,815.7562,592.06934,0.4868434,786.28796,621.544,0.5723939,1
53,1304.1886,412.555,0.93136764,1348.5547,453.8101,0.90246886,1313.2257,456.6313,0.8646121,1316.1472,542.0974,0.84359413,1266.1459,598.08746,0.8023915,1377.9138,453.70874,0.8734803,1427.9626,518.4715,0.8704545,1375.0198,574.379,0.9453635,1351.4734,592.0461,0.8347537,1327.869,583.2628,0.8274722,1236.6553,636.276,0.9077116,1242.5776,765.63715,0.8438173,1375.0378,597.87604,0.8389074,1330.8228,715.52716,0.96791375,1395.5424,821.6124,0.8267795,1301.3477,403.7211,0.510941,1307.3337,406.6806,0.9115981,0,0,0,1336.7474,406.588,0.81379724,1345.5271,836.53204,0.8249038,1357.3594,848.0948,0.7804657,1407.4078,833.44946,0.8300389,1189.5607,765.8804,0.62623817,1192.5394,765.688,0.60173666,1257.2793,783.4455,0.83270335,1
54,601.0505,297.77814,0.8923623,547.93976,324.2453,0.8674558,571.5263,318.45657,0.89397115,595.0532,383.00745,0.8450749,627.4434,433.11517,0.8900433,524.3333,330.14847,0.7795962,542.0502,403.6635,0.08909231,0,0,0,586.263,462.58017,0.77557075,603.899,456.677,0.79638875,703.9838,509.64685,0.8535056,783.3494,598.0591,0.7463362,574.30945,477.29425,0.74583447,668.57434,536.15063,0.9110309,695.0628,645.1325,0.92301506,600.88715,291.715,0.9138104,0,0,0,574.50165,277.2136,0.9214916,0,0,0,736.30743,645.1529,0.775645,724.55695,645.075,0.65543616,692.0482,659.82623,0.86985743,824.58875,577.4133,0.4168843,815.74536,592.0846,0.4824763,786.2751,621.5238,0.574304,1
